Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - Range straggling - method [0] - LISE	5 - Range straggling - method [1] - Atima	6 - Lateral range - method [0] - LISE	7 - Lateral range - method [1] - Atima	8 - Lateral range - method [2] - PDG
0.002109	0.106906  	0.100604  	0.0844665 	0.0844665 	0.00543529	0.00543529	0.000288189	0.000466197	0.000208591
0.002111	0.106986  	0.100675  	0.0845295 	0.0845295 	0.00543579	0.00543579	0.000288561	0.000466779	0.000208871
0.002113	0.107067  	0.100747  	0.0845924 	0.0845924 	0.00543629	0.00543629	0.000288932	0.000467361	0.000209151
0.002115	0.107147  	0.100819  	0.0846554 	0.0846554 	0.00543678	0.00543678	0.000289304	0.000467943	0.000209431
0.002118	0.107227  	0.100891  	0.0847183 	0.0847183 	0.00543728	0.00543728	0.000289675	0.000468524	0.000209711
0.002120	0.107308  	0.100962  	0.0847813 	0.0847813 	0.00543777	0.00543777	0.000290047	0.000469106	0.000209991
0.002122	0.107388  	0.101034  	0.0848442 	0.0848442 	0.00543827	0.00543827	0.000290418	0.000469688	0.000210271
0.002124	0.107468  	0.101106  	0.0849071 	0.0849071 	0.00543877	0.00543877	0.00029079	0.00047027	0.000210551
0.002126	0.107549  	0.101177  	0.0849701 	0.0849701 	0.00543926	0.00543926	0.000291161	0.000470852	0.000210831
0.002128	0.107629  	0.101249  	0.085033  	0.085033  	0.00543976	0.00543976	0.000291533	0.000471434	0.000211111
0.002131	0.107709  	0.101321  	0.085096  	0.085096  	0.00544025	0.00544025	0.000291904	0.000472016	0.000211391
0.002133	0.10779   	0.101392  	0.0851589 	0.0851589 	0.00544075	0.00544075	0.000292276	0.000472598	0.000211671
0.002135	0.10787   	0.101464  	0.0852219 	0.0852219 	0.00544125	0.00544125	0.000292647	0.00047318	0.000211951
0.002137	0.107951  	0.101536  	0.0852848 	0.0852848 	0.00544174	0.00544174	0.000293019	0.000473761	0.000212231
0.002139	0.108031  	0.101608  	0.0853477 	0.0853477 	0.00544224	0.00544224	0.00029339	0.000474343	0.000212511
0.002141	0.108111  	0.101679  	0.0854107 	0.0854107 	0.00544273	0.00544273	0.000293762	0.000474925	0.000212791
0.002144	0.108192  	0.101751  	0.0854736 	0.0854736 	0.00544323	0.00544323	0.000294133	0.000475507	0.000213071
0.002146	0.108272  	0.101823  	0.0855366 	0.0855366 	0.00544373	0.00544373	0.000294505	0.000476089	0.000213351
0.002148	0.108352  	0.101894  	0.0855995 	0.0855995 	0.00544422	0.00544422	0.000294876	0.000476671	0.000213631
0.002150	0.108433  	0.101966  	0.0856625 	0.0856625 	0.00544472	0.00544472	0.000295248	0.000477253	0.000213911
0.002152	0.108513  	0.102038  	0.0857254 	0.0857254 	0.00544521	0.00544521	0.000295619	0.000477835	0.000214191
0.002154	0.108594  	0.102109  	0.0857884 	0.0857884 	0.00544571	0.00544571	0.000295991	0.000478417	0.000214471
0.002156	0.108674  	0.102181  	0.0858513 	0.0858513 	0.00544621	0.00544621	0.000296362	0.000478998	0.000214751
0.002159	0.108754  	0.102253  	0.0859142 	0.0859142 	0.0054467 	0.0054467 	0.000296734	0.00047958	0.000215031
0.002161	0.108835  	0.102325  	0.0859772 	0.0859772 	0.0054472 	0.0054472 	0.000297105	0.000480162	0.000215311
0.002163	0.108915  	0.102396  	0.0860401 	0.0860401 	0.0054477 	0.0054477 	0.000297477	0.000480744	0.000215591
0.002165	0.108995  	0.102468  	0.0861031 	0.0861031 	0.00544819	0.00544819	0.000297848	0.000481326	0.000215871
0.002167	0.109076  	0.10254   	0.086166  	0.086166  	0.00544869	0.00544869	0.00029822	0.000481908	0.000216151
0.002169	0.109156  	0.102611  	0.086229  	0.086229  	0.00544918	0.00544918	0.000298591	0.00048249	0.000216431
0.002172	0.109237  	0.102683  	0.0862919 	0.0862919 	0.00544968	0.00544968	0.000298963	0.000483072	0.000216711
0.002174	0.109317  	0.102755  	0.0863549 	0.0863549 	0.00545018	0.00545018	0.000299334	0.000483654	0.000216991
0.002176	0.109397  	0.102826  	0.0864178 	0.0864178 	0.00545067	0.00545067	0.000299706	0.000484235	0.000217271
0.002178	0.109478  	0.102898  	0.0864807 	0.0864807 	0.00545117	0.00545117	0.000300077	0.000484817	0.000217551
0.002180	0.109558  	0.10297   	0.0865437 	0.0865437 	0.00545166	0.00545166	0.000300449	0.000485399	0.000217831
0.002182	0.109638  	0.103042  	0.0866066 	0.0866066 	0.00545216	0.00545216	0.00030082	0.000485981	0.000218111
0.002185	0.109719  	0.103113  	0.0866696 	0.0866696 	0.00545266	0.00545266	0.000301192	0.000486563	0.000218391
0.002187	0.109799  	0.103185  	0.0867325 	0.0867325 	0.00545315	0.00545315	0.000301563	0.000487145	0.000218671
0.002189	0.109879  	0.103257  	0.0867955 	0.0867955 	0.00545365	0.00545365	0.000301935	0.000487727	0.000218951
0.002191	0.10996   	0.103328  	0.0868584 	0.0868584 	0.00545414	0.00545414	0.000302306	0.000488309	0.000219231
0.002193	0.11004   	0.1034    	0.0869213 	0.0869213 	0.00545464	0.00545464	0.000302678	0.000488891	0.000219511
0.002195	0.110121  	0.103472  	0.0869843 	0.0869843 	0.00545514	0.00545514	0.000303049	0.000489472	0.000219791
0.002198	0.110201  	0.103543  	0.0870472 	0.0870472 	0.00545563	0.00545563	0.000303421	0.000490054	0.000220071
0.002200	0.110281  	0.103615  	0.0871102 	0.0871102 	0.00545613	0.00545613	0.000303792	0.000490636	0.000220351
0.002202	0.110362  	0.103687  	0.0871731 	0.0871731 	0.00545662	0.00545662	0.000304164	0.000491218	0.000220631
0.002204	0.110442  	0.103759  	0.0872361 	0.0872361 	0.00545712	0.00545712	0.000304535	0.0004918 	0.000220911
0.002206	0.110522  	0.10383   	0.087299  	0.087299  	0.00545762	0.00545762	0.000304907	0.000492382	0.000221191
0.002208	0.110603  	0.103902  	0.087362  	0.087362  	0.00545811	0.00545811	0.000305278	0.000492964	0.000221471
0.002211	0.110683  	0.103974  	0.0874249 	0.0874249 	0.00545861	0.00545861	0.00030565	0.000493546	0.000221751
0.002213	0.110764  	0.104045  	0.0874878 	0.0874878 	0.00545911	0.00545911	0.000306021	0.000494128	0.000222031
0.002215	0.110844  	0.104117  	0.0875508 	0.0875508 	0.0054596 	0.0054596 	0.000306393	0.000494709	0.000222311
0.002217	0.110924  	0.104189  	0.0876137 	0.0876137 	0.0054601 	0.0054601 	0.000306764	0.000495291	0.000222591
0.002219	0.111005  	0.10426   	0.0876767 	0.0876767 	0.00546059	0.00546059	0.000307136	0.000495873	0.000222871
0.002221	0.111085  	0.104332  	0.0877396 	0.0877396 	0.00546109	0.00546109	0.000307507	0.000496455	0.000223151
0.002224	0.111165  	0.104404  	0.0878026 	0.0878026 	0.00546159	0.00546159	0.000307879	0.000497037	0.000223431
0.002226	0.111246  	0.104475  	0.0878655 	0.0878655 	0.00546208	0.00546208	0.00030825	0.000497619	0.000223711
0.002228	0.111326  	0.104547  	0.0879284 	0.0879284 	0.00546258	0.00546258	0.000308622	0.000498201	0.000223991
0.002230	0.111407  	0.104619  	0.0879914 	0.0879914 	0.00546307	0.00546307	0.000308993	0.000498783	0.000224271
0.002232	0.111487  	0.104691  	0.0880543 	0.0880543 	0.00546357	0.00546357	0.000309365	0.000499365	0.000224551
0.002234	0.111567  	0.104762  	0.0881173 	0.0881173 	0.00546407	0.00546407	0.000309736	0.000499946	0.000224831
0.002237	0.111648  	0.104834  	0.0881802 	0.0881802 	0.00546456	0.00546456	0.000310108	0.000500528	0.000225111
0.002239	0.111728  	0.104906  	0.0882432 	0.0882432 	0.00546506	0.00546506	0.000310479	0.00050111	0.000225391
0.002241	0.111808  	0.104977  	0.0883061 	0.0883061 	0.00546555	0.00546555	0.000310851	0.000501692	0.000225671
0.002243	0.111889  	0.105049  	0.0883691 	0.0883691 	0.00546605	0.00546605	0.000311222	0.000502274	0.000225951
0.002245	0.111969  	0.105121  	0.088432  	0.088432  	0.00546655	0.00546655	0.000311594	0.000502856	0.000226231
0.002247	0.112049  	0.105192  	0.0884949 	0.0884949 	0.00546704	0.00546704	0.000311965	0.000503438	0.000226511
0.002249	0.11213   	0.105264  	0.0885579 	0.0885579 	0.00546754	0.00546754	0.000312337	0.00050402	0.000226791
0.002252	0.11221   	0.105336  	0.0886208 	0.0886208 	0.00546803	0.00546803	0.000312708	0.000504602	0.000227071
0.002254	0.112291  	0.105408  	0.0886838 	0.0886838 	0.00546853	0.00546853	0.00031308	0.000505183	0.000227351
0.002256	0.112371  	0.105479  	0.0887467 	0.0887467 	0.00546903	0.00546903	0.000313451	0.000505765	0.000227631
0.002258	0.112451  	0.105551  	0.0888097 	0.0888097 	0.00546952	0.00546952	0.000313822	0.000506347	0.000227911
0.002260	0.112532  	0.105623  	0.0888726 	0.0888726 	0.00547002	0.00547002	0.000314194	0.000506929	0.000228191
0.002262	0.112612  	0.105694  	0.0889356 	0.0889356 	0.00547051	0.00547051	0.000314565	0.000507511	0.000228471
0.002265	0.112692  	0.105766  	0.0889985 	0.0889985 	0.00547101	0.00547101	0.000314937	0.000508093	0.000228751
0.002267	0.112773  	0.105838  	0.0890614 	0.0890614 	0.00547151	0.00547151	0.000315308	0.000508675	0.000229031
0.002269	0.112853  	0.105909  	0.0891244 	0.0891244 	0.005472  	0.005472  	0.00031568	0.000509257	0.000229311
0.002271	0.112934  	0.105981  	0.0891873 	0.0891873 	0.0054725 	0.0054725 	0.000316051	0.000509839	0.000229591
0.002273	0.113014  	0.106053  	0.0892503 	0.0892503 	0.005473  	0.005473  	0.000316423	0.00051042	0.000229871
0.002275	0.113094  	0.106125  	0.0893132 	0.0893132 	0.00547349	0.00547349	0.000316794	0.000511002	0.000230151
0.002278	0.113175  	0.106196  	0.0893762 	0.0893762 	0.00547399	0.00547399	0.000317166	0.000511584	0.000230431
0.002280	0.113255  	0.106268  	0.0894391 	0.0894391 	0.00547448	0.00547448	0.000317537	0.000512166	0.000230711
0.002282	0.113335  	0.10634   	0.089502  	0.089502  	0.00547498	0.00547498	0.000317909	0.000512748	0.000230991
0.002284	0.113416  	0.106411  	0.089565  	0.089565  	0.00547548	0.00547548	0.00031828	0.00051333	0.000231271
0.002286	0.113496  	0.106483  	0.0896279 	0.0896279 	0.00547597	0.00547597	0.000318652	0.000513912	0.000231551
0.002288	0.113577  	0.106555  	0.0896909 	0.0896909 	0.00547647	0.00547647	0.000319023	0.000514494	0.000231831
0.002291	0.113657  	0.106626  	0.0897538 	0.0897538 	0.00547696	0.00547696	0.000319395	0.000515076	0.000232111
0.002293	0.113737  	0.106698  	0.0898168 	0.0898168 	0.00547746	0.00547746	0.000319766	0.000515657	0.000232391
0.002295	0.113818  	0.10677   	0.0898797 	0.0898797 	0.00547796	0.00547796	0.000320138	0.000516239	0.000232671
0.002297	0.113898  	0.106842  	0.0899427 	0.0899427 	0.00547845	0.00547845	0.000320509	0.000516821	0.000232951
0.002299	0.113978  	0.106913  	0.0900056 	0.0900056 	0.00547895	0.00547895	0.000320881	0.000517403	0.000233231
0.002301	0.114059  	0.106985  	0.0900685 	0.0900685 	0.00547944	0.00547944	0.000321252	0.000517985	0.000233511
0.002304	0.114139  	0.107057  	0.0901315 	0.0901315 	0.00547994	0.00547994	0.000321624	0.000518567	0.000233791
0.002306	0.114219  	0.107128  	0.0901944 	0.0901944 	0.00548044	0.00548044	0.000321995	0.000519149	0.000234071
0.002308	0.1143    	0.1072    	0.0902574 	0.0902574 	0.00548093	0.00548093	0.000322367	0.000519731	0.000234351
0.002310	0.11438   	0.107272  	0.0903203 	0.0903203 	0.00548143	0.00548143	0.000322738	0.000520312	0.000234631
0.002312	0.114461  	0.107343  	0.0903833 	0.0903833 	0.00548192	0.00548192	0.00032311	0.000520894	0.000234911
0.002314	0.114541  	0.107415  	0.0904462 	0.0904462 	0.00548242	0.00548242	0.000323481	0.000521476	0.000235191
0.002317	0.114621  	0.107487  	0.0905091 	0.0905091 	0.00548292	0.00548292	0.000323853	0.000522058	0.000235471
0.002319	0.114702  	0.107559  	0.0905721 	0.0905721 	0.00548341	0.00548341	0.000324224	0.00052264	0.000235751
0.002321	0.114782  	0.10763   	0.090635  	0.090635  	0.00548391	0.00548391	0.000324596	0.000523222	0.000236031
0.002323	0.114862  	0.107702  	0.090698  	0.090698  	0.00548441	0.00548441	0.000324967	0.000523804	0.000236311
0.002325	0.114943  	0.107774  	0.0907609 	0.0907609 	0.0054849 	0.0054849 	0.000325339	0.000524386	0.000236591
0.002327	0.115023  	0.107845  	0.0908239 	0.0908239 	0.0054854 	0.0054854 	0.00032571	0.000524968	0.000236871
0.002330	0.115104  	0.107917  	0.0908868 	0.0908868 	0.00548589	0.00548589	0.000326082	0.000525549	0.000237151
0.002332	0.115184  	0.107989  	0.0909498 	0.0909498 	0.00548639	0.00548639	0.000326453	0.000526131	0.000237431
0.002334	0.115264  	0.10806   	0.0910127 	0.0910127 	0.00548689	0.00548689	0.000326825	0.000526713	0.000237711
0.002336	0.115345  	0.108132  	0.0910756 	0.0910756 	0.00548738	0.00548738	0.000327196	0.000527295	0.000237991
0.002338	0.115425  	0.108204  	0.0911386 	0.0911386 	0.00548788	0.00548788	0.000327568	0.000527877	0.000238271
0.002340	0.115505  	0.108276  	0.0912015 	0.0912015 	0.00548837	0.00548837	0.000327939	0.000528459	0.000238551
0.002342	0.115586  	0.108347  	0.0912645 	0.0912645 	0.00548887	0.00548887	0.000328311	0.000529041	0.000238831
0.002345	0.115666  	0.108419  	0.0913274 	0.0913274 	0.00548937	0.00548937	0.000328682	0.000529623	0.000239111
0.002347	0.115747  	0.108491  	0.0913904 	0.0913904 	0.00548986	0.00548986	0.000329054	0.000530205	0.000239391
0.002349	0.115827  	0.108562  	0.0914533 	0.0914533 	0.00549036	0.00549036	0.000329425	0.000530786	0.000239671
0.002351	0.115907  	0.108634  	0.0915162 	0.0915162 	0.00549085	0.00549085	0.000329797	0.000531368	0.000239951
0.002353	0.115988  	0.108706  	0.0915792 	0.0915792 	0.00549135	0.00549135	0.000330168	0.00053195	0.000240231
0.002355	0.116068  	0.108777  	0.0916421 	0.0916421 	0.00549185	0.00549185	0.00033054	0.000532532	0.000240511
0.002358	0.116148  	0.108849  	0.0917051 	0.0917051 	0.00549234	0.00549234	0.000330911	0.000533114	0.000240791
0.002360	0.116229  	0.108921  	0.091768  	0.091768  	0.00549284	0.00549284	0.000331283	0.000533696	0.000241071
0.002362	0.116309  	0.108993  	0.091831  	0.091831  	0.00549333	0.00549333	0.000331654	0.000534278	0.000241351
0.002364	0.11639   	0.109064  	0.0918939 	0.0918939 	0.00549383	0.00549383	0.000332026	0.00053486	0.000241631
0.002366	0.11647   	0.109136  	0.0919569 	0.0919569 	0.00549433	0.00549433	0.000332397	0.000535442	0.000241911
0.002368	0.11655   	0.109208  	0.0920198 	0.0920198 	0.00549482	0.00549482	0.000332769	0.000536023	0.000242191
0.002371	0.116631  	0.109279  	0.0920827 	0.0920827 	0.00549532	0.00549532	0.00033314	0.000536605	0.000242471
0.002373	0.116711  	0.109351  	0.0921457 	0.0921457 	0.00549581	0.00549581	0.000333512	0.000537187	0.000242751
0.002375	0.116791  	0.109423  	0.0922086 	0.0922086 	0.00549631	0.00549631	0.000333883	0.000537769	0.000243031
0.002377	0.116872  	0.109494  	0.0922716 	0.0922716 	0.00549681	0.00549681	0.000334255	0.000538351	0.000243311
0.002379	0.116952  	0.109566  	0.0923345 	0.0923345 	0.0054973 	0.0054973 	0.000334626	0.000538933	0.000243591
0.002381	0.117032  	0.109638  	0.0923975 	0.0923975 	0.0054978 	0.0054978 	0.000334998	0.000539515	0.000243871
0.002384	0.117113  	0.10971   	0.0924604 	0.0924604 	0.0054983 	0.0054983 	0.000335369	0.000540097	0.000244151
0.002386	0.117193  	0.109781  	0.0925234 	0.0925234 	0.00549879	0.00549879	0.000335741	0.000540679	0.000244431
0.002388	0.117274  	0.109853  	0.0925863 	0.0925863 	0.00549929	0.00549929	0.000336112	0.00054126	0.000244711
0.002390	0.117354  	0.109925  	0.0926492 	0.0926492 	0.00549978	0.00549978	0.000336484	0.000541842	0.000244991
0.002392	0.117434  	0.109996  	0.0927122 	0.0927122 	0.00550028	0.00550028	0.000336855	0.000542424	0.000245271
0.002394	0.117515  	0.110068  	0.0927751 	0.0927751 	0.00550078	0.00550078	0.000337227	0.000543006	0.000245551
0.002397	0.117595  	0.11014   	0.0928381 	0.0928381 	0.00550127	0.00550127	0.000337598	0.000543588	0.000245831
0.002399	0.117675  	0.110211  	0.092901  	0.092901  	0.00550177	0.00550177	0.00033797	0.00054417	0.000246111
0.002401	0.117756  	0.110283  	0.092964  	0.092964  	0.00550226	0.00550226	0.000338341	0.000544752	0.000246391
0.002403	0.117836  	0.110355  	0.0930269 	0.0930269 	0.00550276	0.00550276	0.000338713	0.000545334	0.000246671
0.002405	0.117917  	0.110427  	0.0930898 	0.0930898 	0.00550326	0.00550326	0.000339084	0.000545916	0.000246951
0.002407	0.117997  	0.110498  	0.0931528 	0.0931528 	0.00550375	0.00550375	0.000339456	0.000546497	0.000247231
0.002410	0.118077  	0.11057   	0.0932157 	0.0932157 	0.00550425	0.00550425	0.000339827	0.000547079	0.000247511
0.002412	0.118158  	0.110642  	0.0932787 	0.0932787 	0.00550474	0.00550474	0.000340199	0.000547661	0.000247791
0.002414	0.118238  	0.110713  	0.0933416 	0.0933416 	0.00550524	0.00550524	0.00034057	0.000548243	0.000248071
0.002416	0.118318  	0.110785  	0.0934046 	0.0934046 	0.00550574	0.00550574	0.000340942	0.000548825	0.000248351
0.002418	0.118399  	0.110857  	0.0934675 	0.0934675 	0.00550623	0.00550623	0.000341313	0.000549407	0.000248631
0.002420	0.118479  	0.110928  	0.0935305 	0.0935305 	0.00550673	0.00550673	0.000341685	0.000549989	0.000248911
0.002423	0.11856   	0.111     	0.0935934 	0.0935934 	0.00550722	0.00550722	0.000342056	0.000550571	0.000249191
0.002425	0.11864   	0.111072  	0.0936563 	0.0936563 	0.00550772	0.00550772	0.000342428	0.000551153	0.000249471
0.002427	0.11872   	0.111144  	0.0937193 	0.0937193 	0.00550822	0.00550822	0.000342799	0.000551734	0.000249751
0.002429	0.118801  	0.111215  	0.0937822 	0.0937822 	0.00550871	0.00550871	0.000343171	0.000552316	0.000250031
0.002431	0.118881  	0.111287  	0.0938452 	0.0938452 	0.00550921	0.00550921	0.000343542	0.000552898	0.000250311
0.002433	0.118961  	0.111359  	0.0939081 	0.0939081 	0.00550971	0.00550971	0.000343914	0.00055348	0.000250591
0.002435	0.119042  	0.11143   	0.0939711 	0.0939711 	0.0055102 	0.0055102 	0.000344285	0.000554062	0.000250871
0.002438	0.119122  	0.111502  	0.094034  	0.094034  	0.0055107 	0.0055107 	0.000344657	0.000554644	0.000251151
0.002440	0.119202  	0.111574  	0.0940969 	0.0940969 	0.00551119	0.00551119	0.000345028	0.000555226	0.000251431
0.002442	0.119283  	0.111645  	0.0941599 	0.0941599 	0.00551169	0.00551169	0.0003454 	0.000555808	0.000251711
0.002444	0.119363  	0.111717  	0.0942228 	0.0942228 	0.00551219	0.00551219	0.000345771	0.00055639	0.000251991
0.002446	0.119444  	0.111789  	0.0942858 	0.0942858 	0.00551268	0.00551268	0.000346143	0.000556971	0.000252271
0.002448	0.119524  	0.111861  	0.0943487 	0.0943487 	0.00551318	0.00551318	0.000346514	0.000557553	0.000252551
0.002451	0.119604  	0.111932  	0.0944117 	0.0944117 	0.00551367	0.00551367	0.000346886	0.000558135	0.000252831
0.002453	0.119685  	0.112004  	0.0944746 	0.0944746 	0.00551417	0.00551417	0.000347257	0.000558717	0.000253111
0.002455	0.119765  	0.112076  	0.0945376 	0.0945376 	0.00551467	0.00551467	0.000347629	0.000559299	0.000253391
0.002457	0.119845  	0.112147  	0.0946005 	0.0946005 	0.00551516	0.00551516	0.000348  	0.000559881	0.000253671
0.002459	0.119926  	0.112219  	0.0946634 	0.0946634 	0.00551566	0.00551566	0.000348372	0.000560463	0.000253951
0.002461	0.120006  	0.112291  	0.0947264 	0.0947264 	0.00551615	0.00551615	0.000348743	0.000561045	0.000254231
0.002464	0.120087  	0.112362  	0.0947893 	0.0947893 	0.00551665	0.00551665	0.000349115	0.000561627	0.000254511
0.002466	0.120167  	0.112434  	0.0948523 	0.0948523 	0.00551715	0.00551715	0.000349486	0.000562208	0.000254791
0.002468	0.120247  	0.112506  	0.0949152 	0.0949152 	0.00551764	0.00551764	0.000349858	0.00056279	0.000255071
0.002470	0.120328  	0.112577  	0.0949782 	0.0949782 	0.00551814	0.00551814	0.000350229	0.000563372	0.000255351
0.002472	0.120408  	0.112649  	0.0950411 	0.0950411 	0.00551863	0.00551863	0.000350601	0.000563954	0.000255631
0.002474	0.120488  	0.112721  	0.095104  	0.095104  	0.00551913	0.00551913	0.000350972	0.000564536	0.000255911
0.002477	0.120569  	0.112793  	0.095167  	0.095167  	0.00551963	0.00551963	0.000351344	0.000565118	0.000256191
0.002479	0.120649  	0.112864  	0.0952299 	0.0952299 	0.00552012	0.00552012	0.000351715	0.0005657 	0.000256471
0.002481	0.12073   	0.112936  	0.0952929 	0.0952929 	0.00552062	0.00552062	0.000352087	0.000566282	0.000256751
0.002483	0.12081   	0.113008  	0.0953558 	0.0953558 	0.00552111	0.00552111	0.000352458	0.000566864	0.000257031
0.002485	0.12089   	0.113079  	0.0954188 	0.0954188 	0.00552161	0.00552161	0.00035283	0.000567445	0.000257311
0.002487	0.120971  	0.113151  	0.0954817 	0.0954817 	0.00552211	0.00552211	0.000353201	0.000568027	0.000257591
0.002490	0.121051  	0.113223  	0.0955447 	0.0955447 	0.0055226 	0.0055226 	0.000353573	0.000568609	0.000257871
0.002492	0.121131  	0.113294  	0.0956076 	0.0956076 	0.0055231 	0.0055231 	0.000353944	0.000569191	0.000258151
0.002494	0.121212  	0.113366  	0.0956705 	0.0956705 	0.0055236 	0.0055236 	0.000354316	0.000569773	0.000258431
0.002496	0.121292  	0.113438  	0.0957335 	0.0957335 	0.00552409	0.00552409	0.000354687	0.000570355	0.000258711
0.002498	0.121372  	0.11351   	0.0957964 	0.0957964 	0.00552459	0.00552459	0.000355059	0.000570937	0.000258991
0.002500	0.121453  	0.113581  	0.0958594 	0.0958594 	0.00552508	0.00552508	0.00035543	0.000571519	0.000259271
0.002503	0.121533  	0.113653  	0.0959223 	0.0959223 	0.00552558	0.00552558	0.000355802	0.0005721 	0.000259551
0.002505	0.121614  	0.113725  	0.0959853 	0.0959853 	0.00552608	0.00552608	0.000356173	0.000572682	0.000259831
0.002507	0.121694  	0.113796  	0.0960482 	0.0960482 	0.00552657	0.00552657	0.000356545	0.000573264	0.000260111
0.002509	0.121774  	0.113868  	0.0961112 	0.0961112 	0.00552707	0.00552707	0.000356916	0.000573846	0.000260391
0.002511	0.121855  	0.11394   	0.0961741 	0.0961741 	0.00552756	0.00552756	0.000357288	0.000574428	0.000260671
0.002513	0.121935  	0.114011  	0.096237  	0.096237  	0.00552806	0.00552806	0.000357659	0.00057501	0.000260951
0.002516	0.122015  	0.114083  	0.0963    	0.0963    	0.00552856	0.00552856	0.000358031	0.000575592	0.000261231
0.002518	0.122096  	0.114155  	0.0963629 	0.0963629 	0.00552905	0.00552905	0.000358402	0.000576174	0.000261511
0.002520	0.122176  	0.114227  	0.0964259 	0.0964259 	0.00552955	0.00552955	0.000358774	0.000576756	0.000261791
0.002522	0.122257  	0.114298  	0.0964888 	0.0964888 	0.00553004	0.00553004	0.000359145	0.000577337	0.000262071
0.002524	0.122337  	0.11437   	0.0965518 	0.0965518 	0.00553054	0.00553054	0.000359517	0.000577919	0.000262351
0.002526	0.122417  	0.114442  	0.0966147 	0.0966147 	0.00553104	0.00553104	0.000359888	0.000578501	0.000262631
0.002528	0.122498  	0.114513  	0.0966776 	0.0966776 	0.00553153	0.00553153	0.00036026	0.000579083	0.000262911
0.002531	0.122578  	0.114585  	0.0967406 	0.0967406 	0.00553203	0.00553203	0.000360631	0.000579665	0.000263191
0.002533	0.122658  	0.114657  	0.0968035 	0.0968035 	0.00553252	0.00553252	0.000361003	0.000580247	0.000263471
0.002535	0.122739  	0.114728  	0.0968665 	0.0968665 	0.00553302	0.00553302	0.000361374	0.000580829	0.000263751
0.002537	0.122819  	0.1148    	0.0969294 	0.0969294 	0.00553352	0.00553352	0.000361746	0.000581411	0.000264031
0.002539	0.1229    	0.114872  	0.0969924 	0.0969924 	0.00553401	0.00553401	0.000362117	0.000581993	0.000264311
0.002541	0.12298   	0.114944  	0.0970553 	0.0970553 	0.00553451	0.00553451	0.000362489	0.000582574	0.000264591
0.002544	0.12306   	0.115015  	0.0971183 	0.0971183 	0.00553501	0.00553501	0.00036286	0.000583156	0.000264871
0.002546	0.123141  	0.115087  	0.0971812 	0.0971812 	0.0055355 	0.0055355 	0.000363232	0.000583738	0.000265151
0.002548	0.123221  	0.115159  	0.0972441 	0.0972441 	0.005536  	0.005536  	0.000363603	0.00058432	0.000265431
0.002550	0.123301  	0.11523   	0.0973071 	0.0973071 	0.00553649	0.00553649	0.000363975	0.000584902	0.000265711
0.002552	0.123382  	0.115302  	0.09737   	0.09737   	0.00553699	0.00553699	0.000364346	0.000585484	0.000265991
0.002554	0.123462  	0.115374  	0.097433  	0.097433  	0.00553749	0.00553749	0.000364718	0.000586066	0.000266271
0.002557	0.123542  	0.115445  	0.0974959 	0.0974959 	0.00553798	0.00553798	0.000365089	0.000586648	0.000266551
0.002559	0.123623  	0.115517  	0.0975589 	0.0975589 	0.00553848	0.00553848	0.000365461	0.00058723	0.000266831
0.002561	0.123703  	0.115589  	0.0976218 	0.0976218 	0.00553897	0.00553897	0.000365832	0.000587811	0.000267111
0.002563	0.123784  	0.115661  	0.0976847 	0.0976847 	0.00553947	0.00553947	0.000366204	0.000588393	0.000267391
0.002565	0.123864  	0.115732  	0.0977477 	0.0977477 	0.00553997	0.00553997	0.000366575	0.000588975	0.000267671
0.002567	0.123944  	0.115804  	0.0978106 	0.0978106 	0.00554046	0.00554046	0.000366947	0.000589557	0.000267951
0.002570	0.124025  	0.115876  	0.0978736 	0.0978736 	0.00554096	0.00554096	0.000367318	0.000590139	0.000268231
0.002572	0.124105  	0.115947  	0.0979365 	0.0979365 	0.00554145	0.00554145	0.00036769	0.000590721	0.000268511
0.002574	0.124185  	0.116019  	0.0979995 	0.0979995 	0.00554195	0.00554195	0.000368061	0.000591303	0.000268791
0.002576	0.124266  	0.116091  	0.0980624 	0.0980624 	0.00554245	0.00554245	0.000368433	0.000591885	0.000269071
0.002578	0.124346  	0.116162  	0.0981254 	0.0981254 	0.00554294	0.00554294	0.000368804	0.000592467	0.000269351
0.002580	0.124427  	0.116234  	0.0981883 	0.0981883 	0.00554344	0.00554344	0.000369176	0.000593048	0.000269631
0.002583	0.124507  	0.116306  	0.0982512 	0.0982512 	0.00554393	0.00554393	0.000369547	0.00059363	0.000269911
0.002585	0.124587  	0.116378  	0.0983142 	0.0983142 	0.00554443	0.00554443	0.000369919	0.000594212	0.000270191
0.002587	0.124668  	0.116449  	0.0983771 	0.0983771 	0.00554493	0.00554493	0.00037029	0.000594794	0.000270471
0.002589	0.124748  	0.116521  	0.0984401 	0.0984401 	0.00554542	0.00554542	0.000370662	0.000595376	0.000270751
0.002591	0.124828  	0.116593  	0.098503  	0.098503  	0.00554592	0.00554592	0.000371033	0.000595958	0.000271031
0.002593	0.124909  	0.116664  	0.098566  	0.098566  	0.00554641	0.00554641	0.000371405	0.00059654	0.000271311
0.002596	0.124989  	0.116736  	0.0986289 	0.0986289 	0.00554691	0.00554691	0.000371776	0.000597122	0.000271591
